12.27.19,1.14.19,9.30.19,7.22.19,12.31.18,12.31.17,12.27.19,2.17.20
Will Grimmer,, ,1577, , ,,,1954,1985,,,Ohio,Cincinnati - OH
Will Claxton,9/14/81, ,1470, , ,,,1935,1992,,Auburn,Georgia,Swainsboro - GA
Dicky Pride,7/15/69, ,1156, , ,,,1977,2051,,University of Alabama,Alabama,Tuscaloosa - AL
Troy Matteson,11/8/79, ,1614, , ,,,2035,2065,,Georgia Tech,Florida,Rockledge - FL
Matt Atkins,12/13/90, ,877, , ,,,2045,2069,,South Carolina - Aiken,Pennsylvania,Aston - PA
Bob Estes,2/2/66, ,1653, , ,,,2057,2079,,University of Texas grad,Texas,Grahan - TX
Michael Block,, ,2006,2073,2066,,,2072,2087,club pro,,California,Mission Viejo - CA
Charlie Beljan,10/10/84, ,2006,2073,2066,,,2072,2087,,University of New Mexico,Arizona,Mesa - AZ
Kyle Thompson,, ,972,2073, ,,,2072,2087,,University of South Carolina,Florida,Panama City - FL
Ken Duke,, ,1985,2073,2066,,,2072,2087,Born in Hope - AR,,Florida,Palm City - FL
Shane Bertsch,, ,2006,2073,2066,,,2072,2087,,Texas A&M,Colorado,Denver - CO
Brendon de Jonge,7/18/80, ,2006,2073,2066,,,2072,2087,first rounder,,Zimbabwe,Zimbabwe
Jason Bohn,, ,1814,2073,2066,,,2072,2087,,,Pennsylvania,Lewisburg - PA
Chad Collins,9/20/78, ,781,2073, ,,,2072,2087,,Methodist College,Indiana,Indianapolis - IN
Will Mackenzie,9/28/74, ,1657,2073, ,,,2072,2087,,Lees-McRae College,North Carolina,Greenville - NC
Stuart Deane,1/29/72, ,2006,2073,2066,,,2072,2087,,,,
Kris Blanks,11/3/72, ,2006,2073, ,,,2072,2087,2 wins on Web.com Tour,Huntingdon,Florida,Jupiter - FL
Graham Delaet,1/22/82, ,490, , ,,61,2072,2087,back troubles,Boise State,Canada,Boise - ID
Nick Hardy,1/26/96, ,2006,2073,2066,,,2072,2087,,Illinois,Illinois,Northbrook - IL
Kenny Pigman,, ,2006, ,2066,,,2072,2087,,,,
Jose Maria Olazabal,2/5/66, ,2006,2073,2066,,,2072,2087,won 2 majors,,Spain,Spain
Ian Woosnam,3/2/58, ,2006,2073,2066,,,2072,2087,1991 Masters Champion,,Wales,Jersey - Channel Islands
Larry Mize,9/23/58, ,1924,2073, ,,,2072,2087,1987 Masters Champion,,Georgia,Columbus - GA
Sandy Lyle,2/9/58, ,2006,2073,2066,,,2072,2087,Won 1985 Masters,,Scotland,Scotland
Broc Everett,, ,2006,2073,2066,,,2072,2087,,Augusta University,Iowa,Des Moines - IA
John Daly,4/28/66, ,1658,2073, ,,,2072,2087,,University of Arkansas,Arkansas,Dardanelle - AR
Shaun Micheel,, ,2006,2073, ,,,2072,2087,2003 PGA Champion,,Tennessee,Memphis - TN
Craig Bowden,, ,2006,2073,2066,,,2072,2087,,University of Indianapolis,Indiana,Bedford - IN
Craig Hocknull,, ,2006,2073,2066,,,2072,2087,,,New Guinea,New Guinea
Danny Balin,, ,2006,2073,2066,,,2072,2087,Penn State,,Maryland,Rockville - MD
Rich Berberian Jr.,, ,2006,2073,2066,,,2072,2087,Vesper CC,,New Hampshire,Hooksett - NH
Brian Davis,, ,2006,2073, ,,,2072,2087,,,England,Orlando - FL
Stewart Hagestad,4/10/91, ,1858,2073,2066,,,2072,2087,Not going pro (makes bank at real estate firm in NYC),USC,New York,New York - NY
Zachary Bauchou,, ,2006,2073,2066,,,2072,2087,,OSU,Virginia,Forest - VA
David Berganio Jr.,, ,2006,2073,2066,,,2072,2087,3 Nationwide Tour wins 1996-2000,Arizona,California,Los Angeles - CA
Omar Uresti,, ,1853,2073, ,,,2072,2087,played on PGA Tour,,Texas,Austin - TX
Mark Wilson,10/31/74, ,1981,2073,2066,,,2072,2087,5 PGA Tour wins 2007 - 2012,UNC,Wisconsin,Wisconsin
John Rollins,, ,2006,2073,2066,,,2072,2087,,,Virginia,Richmond - VA
Cameron Beckman,, ,2006,2073,2066,,,2072,2087,,,Minnesota,Minneapolis - MN
Brian Smock,3/1/73, ,2006,2073,2066,,,2072,2087,,Fresno State,Hawaii,Honolulu - HI
Charles Reiter,, ,2006,2073,2066,,,2072,2087,,USC 22',California,Los Angeles - CA
Andrew Loupe,11/22/88, ,1568,2073, ,,,2072,2087,,LSU,Louisiana,Baton Rouge - LA
Cooper Musselman,, ,2006,2073,2066,,,2072,2087,,Kentucky,Kentucky,Lousville - KY
Jon Curran,2/17/87, ,1834,2073, ,,,2072,2087,,Vanderbuilt,Massachusetts,Hopkinton - MA
Peter Jung,1/11/91, ,2006,2073,2066,,,2072,2087,,,Hawaii,Honolulu - HI
Chad Proehl,, ,2006,2073, ,,,2072,2087,,,Iowa,Iowa
Jacob Bergeron,, ,2006,2073,2066,,,2072,2087,,LSU,,
Thomas Curtis,, ,2006,2073, ,,,2072,2087,club pro,,,
Timothy Wiseman,, ,2006,2073, ,,,2072,2087,,Ball State University,,
Todd Fanning,, ,2006,2073, ,,,2072,2087,Amateur,,,
Mike Miller,4/22/51, ,2006,2073,2066,,,2072,2087,,,Scotland,Scotland
Mark O'Meara,1/13/57, ,2006,2073,2066,,,2072,2087,1998 Masters and British Open Champ,,Texas,Houston - TX
Mark Calcavecchia,6/12/60, ,2006,2073, ,,,2072,2087,,,Nebraska,Laurel - NE
Jeff Brehaut,6/13/63, ,2006,2073,2066,,,2072,2087,,University of the Pacific,California,Mountain View - CA
Paul Goydos,6/20/64, ,2006,2073, ,,,2072,2087,,Long Beach State Univesity,California,Long Beach - CA
Paul Broadhurst,, ,2006,2073,2066,,,2072,2087,won 2018 Senior PGA Championship,,England,England
Todd Hamilton,, ,2006,2073,2066,,,2072,2087,2004 British Open Champion,,Texas,Westlake - TX
Darren Clarke,, ,2006,2073,2066,,,2072,2087,,,Northern Ireland,Northern Ireland
Bob Sowards,, ,2006,2073,2066,,,2072,2087,Glenville State College,,Ohio,Porsmouth - OH
Paul Lawrie,, ,1565,2073, ,,,2072,2087,1999 British Open Champion,,Scotland,Scotland
Peter Malmgren,1/21/71, ,2006,2073,2066,,,2072,2087,,,Sweden,Halluiken - Sweden
Greg Owen,2/19/72, ,1051,2073, ,,,2072,2087,won 2003 Euro Tour event,,Florida,England
Sean McCarty,, ,2006,2073,2066,,,2072,2087,Brown Deer GC,,Iowa,Coralville - IA
Jason Schmuhl,, ,2006,2073,2066,,,2072,2087,,,Arizona,Phoenix - AZ
Chris Couch,, ,2006,2073,2066,,,2072,2087,,University of Florida,Florida,Fort Lauderdale - FL
Mark Mulder,8/5/77, ,2006,2073, ,,,2072,2087,former MLB pitcher,,,
Matt Borchert,, ,2006,2073,2066,,,2072,2087,Isleworth CC,,Florida,Winter Garden - FL
Carl Pettersson,, ,1843,2073,2066,,,2072,2087,North Carolina State University,,Sweden,Sweden
Charles Frost,, ,2006,2073, ,,,2072,2087,,,North Carolina,North Carolina
Brad Fritsch,, ,1866,2073, ,,,2072,2087,Web.com Tour,Campbell University,Canada,Canada
Matt Dobyns,, ,2006,2073, ,,,2072,2087,,Univesity of Texas,Texas,Austin - TX
Liang Wen-chong,, ,531,2073, ,,,2072,2087,first chinese to top 100 in owgr,,China,China
Bryce Molder,, ,1616,2073, ,,,2072,2087,won on PGA Tour 2011,Georgia Tech,Arizona,Scottsdale - AZ
Jaysen Hansen,, ,2006,2073, ,,,2072,2087,Beechmont,,Ohio,Solon - OH
Preston Otte,, ,2006,2073, ,,,2072,2087,got in on sectional qualifier,,Arizona,Marana - AZ
Michael Putnam,, ,1482,2073, ,,,2072,2087,Pepperdine University,,Washington,Tacoma - WA
Steven Bowditch,, ,2006,2073,2066,,,2072,2087,,Australia,Australia,Australia
David Muttitt,, ,2006,2073,2066,,,2072,2087,,,England,England
Tyler Aldridge,9/2/84, ,2006,2073,2066,,,2072,2087,,Boise State,Idaho,Caldwell - ID
J.J. Wood,, ,2006,2073,2066,,,2072,2087,Sothern Texas PGA Section,,Texas,Houston - TX
Jesse Mueller,3/17/83, ,2006,2073,2066,,,2072,2087,,,Arizona,Phoenix - AZ
Kyle Ramey,3/24/85, ,2006,2073, ,,,2072,2087,,,Mississippi,Hattoesburg - MS
Adam Rainaud,3/12/86, ,2006,2073,2066,,,2072,2087,,Louisville,Connecicut,Chester - CT
Shawn Warren,1/16/85, ,2006,2073, ,,,2072,2087,works at Falmouth CC,,Maine,Portland - ME
Bobby Gates,12/31/85, ,2006,2073,2066,,,2072,2087,,,Florida,Gainesville - FL
Garrett Rank,, ,2006,2073,2066,,,2072,2087,NHL Referee,,,
Nyasha Mauchaza,5/4/88, ,2006,2073,2066,,,2072,2087,Towson University,,Zimbabwe,Zimbabwe
James Robinson,8/8/88, ,1894,2073, ,,,2072,2087,,,England,England
Bo Wen Xiao,2/1/90, ,670,2073, ,,,2072,2087,,,China,China
Jesse Droemer,4/16/91, ,2006,2073, ,,,2072,2087,Houston CC,Houston,Texas,Houston - TX
Adam D'Amario,, ,2006,2073,2066,,,2072,2087,Golf Professional at Indian Hill Country Club,,Connecicut,West Hartford - CT
Bobby Wyatt,, ,2006,2073,2066,,,2072,2087,,Alabama,Alabama,Mobile - AL
A.J. McInerney,10/5/93, ,1315, ,1983,,,2072,2087,finance major,UNLV,Nevada,Henderson - NV
Kim Leun-Kwang,12/25/94, ,2006,2073,2066,,,2072,2087,Malaysia,,Malaysia,Malaysia
Oliver Goss,4/12/94, ,1528, , ,,,2072,2087,Frimley - United Kingdom,,Australia,Australia
Joey Savoie,, ,2006,2073,2066,,,2072,2087,,Middle Tennesee State University,Canada,Canada
Hugo Bernard,, ,2006,2073,2066,,,2072,2087,,,Canada,Canada
Chris Babcock,, ,2006,2073, ,,,2072,2087,,University of Washington,Washington,Washington
Jared DuToit,, ,1281,2073, ,,,2072,2087,,University of Idaho,Canada,Canada
Mickey Demorat,, ,2006,2073,2066,,,2072,2087,,Liberty University,,
Ryan Lumsden,11/3/96, ,2006,2073,2066,,,2072,2087,,Northwestern University,,
Shintaro Ban,, ,2006,2073, ,,,2072,2087,Amateur,,California,San Jose - California
Ben Griffin,, ,2006,2073,2066,,,2072,2087,Mackenzie Tour,UNC,North Carolina,Chapel Hill - NC
Franklin Huang,, ,2006,2073,2066,,,2072,2087,,Stanford University,California,Poway - CA
Tyler Strafaci,7/23/98, ,2006,2073,2066,,,2072,2087,,Georgia Tech,Florida,Davie - FL
Noah Goodwin,, ,2006,2073,2066,,,2072,2087,SMU,,Texas,Texas
Yan-Wei Liu,, ,783,2073, ,,,2072,2087,,,China,China
Yechun Yuan,, ,456,2073, ,,,2072,2087,,,China,China
Wilson Furr,, ,2006,2073,2066,,,2072,2087,Bama captain,Alabama,Mississippi,Jackson - MS
Peter Jones,, ,2006,2073, ,,,2072,2087,Junior,Minnesota,Minnesota,Owatonna - MN
Philip Barbaree,6/19/98, ,2006,2073, ,,,2072,2087,,LSU,Louisiana,Shrevport - LA
Rhett Rasmussen,, ,2006,2073,2066,,,2072,2087,,BYU,Utah,Draper - UT
Garrett Barber,2/9/00, ,2006,2073,2066,,,2072,2087,Hammer's buddy,LSU,Florida,Stuart - FL
Yuxin Lin,10/12/00, ,2006,2073,2066,,,2072,2087,,,China,China
Savio Nazareth,, ,2006,2073,2066,,,2072,2087,Starmount,,,
Troy Kelly,, ,2006,2073,2066,,,2072,2087,,,,
Chris Moody,, ,2006,2073,2066,,,2072,2087,,,,
Dave McNabb,, ,2006,2073,2066,,,2072,2087,,,,
Greg Gregory,, ,2006,2073,2066,,,2072,2087,,,,
Jamie Broce,, ,2006,2073, ,,,2072,2087,,,,
Mike Small,, ,2006,2073,2066,,,2072,2087,,,,
Paul Claxton,, ,2006,2073,2066,,,2072,2087,,,,
Scott Hebert,, ,2006,2073, ,,,2072,2087,,,,
Alex Beach,7/19/89, ,2006,2073,2066,,,2087,2087,,Nebraska-Lincoln,New York,Rye - NY
Eric Dugas,3/14/83, ,2006,2073,2066,,,2087,2087,,Methodist,Massachusetts,Brewster - MA
Akshay Bhatia,1/31/02, ,,2073,2066,,,2072,2087,17,pro,North Carolina,Wake Forest - NC
Zack Sucher,10/2/86, ,, , ,,,163,179,turned pro 2009,Alabama at Birmingham,Georgia,Atlanta - GA
Brendan Jones,3/3/75, ,, , ,,,140,153,Japan golf tour,Australia,Australia,Australia
Davis Riley,12/17/96, ,, , ,,,942,307,,Alabama,Mississippi,Hattiesburg - MS
Zack Fischer,8/9/89, ,, , ,,,1258,1270,,,,
Alvaro Ortiz,4/24/91, ,,1221,1108,,,1275,1290,Carlos younger bro,Arkansas,Mexico,Zapopan - Mexico
Devon Bling,, ,,2073, ,,,1534,1541,,UCLA,,
Rob Labritz,5/31/71, ,, , ,,,1638,1658,,,,
Roland Thatcher,4/11/77, ,, , ,,,1598,1729,,,,
Tony Romo,4/21/80, ,, , ,,,2072,2087,,,,
Derek Oland,, ,,2073, ,,,2072,2087,,,,
Rufus Brijalba,, ,,2073, ,,,2072,2087,,,,
Kevin O'Connell,7/9/88, ,,2073,2066,,,2072,2087,,,,
John Augenstein,, ,,2073,2066,,,2072,2087,Junior in college,Vanderbilt,Kentucky,Owensboro - KY
Ray Franz Jr.,, ,,2073,2066,,,2072,2087,,,South Carolina,Daniel Island - SC
Steve Scott,7/5/77, ,,2073, ,,,2072,2087,,Florida,Florida,Ft. Lauderdale - FL
Jeffrey Schmid,, ,,2073,2066,,,2072,2087,,,Iowa,Iowa City - IA
Jason Caron,, ,,2073,2066,,,2072,2087,,,,
John O'Leary,, ,,2073,2066,,,2072,2087,,,,
Tyler Hall,, ,,2073,2066,,,2072,2087,,,,
Casey Russell,, ,, ,2066,,,2072,2087,,,,
Cory Schneider,, ,,2073,2066,,,2072,2087,,,North Carolina,Powells Point - NC
Brian Mackey,, ,,2073,2066,,,2072,2087,,,,
Ben Cook,, ,,2073,2066,,,2072,2087,,,,
Robert MacIntyre,8/3/96,59,, ,,,,64,66,missed the Abu Dhabi HSBC 1/19/20 due to a wrist injury,McNeese State University,Scottland,Scottland
Benjamin Hebert,2/19/87,131,, ,,,,91,99,won 6 times on Challenge Tour,France,France,France
Romain Langasque,5/18/95,160,, ,,,,113,117,2015 British Am Champ,,France,France
Bo Hoag,7/25/88,178,, ,,,,336,287,likes short coastal courses,Ohio St,Ohio,Columbus - OH
Joseph Bramlett,4/7/88,186,, ,,,,494,404,3 top 30s in KFT Finals 2019,Stanford,California,Saratoga - CA
Connor Syme,7/11/95,229,, ,,,,290,301,,,,
Nino Bertasio,7/30/88,256,, ,,,,358,360,Gardagolf Country Club,,Italy,Italy
Chris Baker,3/1/86, ,, ,,,,454,449,from Seymour - IN,Iowa State,Florida,Jacksonville Beach - FL
Paul Barjon,9/19/92, ,, , ,,,362,392,,,,Dumbea - New Caledonia
Sebastian Cappelen,4/14/90, ,, ,,,,419,314,won on 2019 KFT,Arkansas,Denmark,Denmark
Brandon Wu,2/17/97, ,, ,,,,979,856,grew up in Scarsdale - New York,Stanford,California,Danville - CA
Justin Suh,6/12/97, ,,2073,2066,,,1041,1002,#1 Amateur turned Pro,USC,California,San Jose - CA
Rhein Gibson,2/1/86, ,, ,,,,342,386,Australia,Oklahoma Christian,Australia,Lismore - Australia
Ben Taylor,6/11/92, ,,531,,,,563,622,London - England,LSU,Florida,Champions Gate - FL
Michael Gellerman,8/10/92, ,, ,,,,392,435,,Oklahoma,Arizona,Tucson - AZ
Vincent Whaley,5/14/95, ,, ,,,,558,481,,Georgia Tech,Kentucky,Lexington - KY
Nelson Ledesma,7/25/90, ,, ,,,,297,340,,,Argentina,Tucuman - Argentina
Vince Covello,11/26/82, ,, ,,,,517,543,,North Florida,Pennsylvania,Philadelphia - PA
Kyle Westmoreland,, ,,2073,,,,2072,2087,"6'3""",Air Force,Texas,Katy - TX
Gunn Charoenkul,4/10/92, ,, ,,,,159,134,,Thailand,Thailand,Thailand
Mikumu Horikawa,12/16/92, ,, ,201,,,134,147,,Japan,Japan,Japan
Ho Sung Choi,9/23/73, ,,226,,,,166,194,,South Korea,South Korea,South Korea
Yosuke Asaji,5/24/93, ,, ,,,,206,224,,Japan,Japan,Japan
Yoshinori Fujimoto,10/25/89, ,, ,,,,232,264,,Japan,Japan,Japan
Richard T Lee,9/29/70, ,,2073,2066,,,391,309,,,Canada,Canada
Prom Meesawat,7/21/84, ,, ,,,,315,334,,,,
Justin Walters,10/23/80, ,, ,,,,282,336,,,,
Robert Rock,4/6/77, ,, ,,,,335,393,English,,,
Marcus Fraser,7/26/78, ,, ,,,,516,413,,,,
Philip Eriksson,11/22/91, ,, ,377,,,428,425,,Sweden,Sweden,Sweden
Jake Knapp,5/31/94, ,, , ,,,449,472,,UCLA,California,Costa Mesa - CA
Lee Slattery,8/3/78, ,, ,,,,456,508,,England,England,England
Merrick Bremner,3/26/86, ,, ,,,,471,534,,,,
Rafael Campos,4/15/88, ,, ,,,,523,546,Puerto Rico,VCU,Puerto Rico,Guaynabo - Puerto Rico
Luke Guthrie,1/23/90, ,, ,,,,733,688,,,,
Charlie Danielson,1/16/94, ,, ,,,,691,712,USA,Illinois,Wisconsin,Osceola - WS
Chip McDaniel,10/12/95, ,, ,,,,833,757,,,,
Callum Tarren,10/2/90, ,, ,,,,862,782,,,,
Garrick Porteous,1/17/90, ,, ,,,,776,817,,,,
Daniel Hillier,7/26/98, ,,2073,,,,1534,930,,,,
Drew Nesbitt,1/1/95, ,, , ,,,983,991,,,,
Andreas Halvorsen,12/09/96, ,, ,,,,989,1025,,skipped,Norway,Larvik - Norway
Steve Allan,10/18/73, ,, ,,,,1163,1143,,,,
Hayden Shieh,11/6/98, ,, ,,,,1233,1234,,,,
Isidro Benitez,1/28/99, ,, ,,,,1200,1256,,,,
Albin Choi,5/4/92, ,, , ,,,1423,1460,,NC State,Canada,Surrey - Canada
Cameron Young,, ,,2073,,,,1543,1508,,,,
Andy Pope,3/3/84, ,, ,,,,1595,1604,,,,
Curtis Knipes,, ,,2073,,,,1646,1608,,,,
Michael Thorbjornsen,9/16/01, ,,2073,,,,1610,1617,,,,
Austin Eckroat,, ,,2073,,,,2072,2087,,OSU,,
Chandler Eaten,, ,,2073,,,,2072,2087,,,,
Eric Dietrich,, ,,2073,,,,2072,2087,,,,
Matthew Naumec,, ,,2073,,,,2072,2087,,,,
Mito Pereira,, ,,2073,,,,2072,2087,,,,
Noah Norton,, ,,2073,,,,2072,2087,,,,
Richard H. Lee,, ,,2073,,,,2072,2087,,,,
Ryan Sullivan,, ,,2073,,,,2072,2087,,,,
Connor Arendell,, ,,2073,,,,2072,2087,,,,
Spencer Tibbits,, ,,2073,,,,2072,2087,,,,
Josh Whalen,, ,,2073, ,,,2072,2087,,,Canada,Napanee - Ontario
Joseph Deraney,, ,,2073,2066,,,2072,2087,,,,
Richard Jung,, ,,2073,2066,,,2072,2087,,,,
Marc-Etienne Bussieres,, ,,2073, ,,,2072,2087,,,Canada,Canada
Matthew Anderson,, ,,2073,2066,,,2072,2087,,,,
Chris Tallman,, ,,2073,,,,2072,2087,,,,
Lee Houtteman,, ,,2073,,,,2072,2087,,,,
Darin Fisher,, ,,2073,,,,2072,2087,,,Iowa,Albia - IA
Craig Brischke,12/06/61, ,,2073,,,,2072,2087,Golf Professional at Tanners Brook Golf Course,Wisconsin-Madison,Minnesota,Forest Lake - MN
Jake McLeod,, ,,2073,,,,2072,2087,,,,
James Sugrue,, ,,2073,,,,2072,2087,2019 British Amateur Champ,,Ireland,Ireland
Dimi Papadatos,, ,,2073,,,,2072,2087,,,,
Dong Kyu Jang,, ,,2073,,,,2072,2087,,,,
Inn Choon Hwang,, ,,2073,,,,2072,2087,,,,
Matthias Schmid,, ,,2073,,,,2072,2087,,,,
Miguel Angel Jimenez,, ,,2073,,,,2072,2087,,,,
Thomas Thurloway,, ,,2073,,,,2072,2087,,,,
Hayden Springer,1/9/97, ,,2073,,,,2072,2087,,Texas Tech,Texas,Trophy Club - TX
Mason Williams,3/14/2000, ,,2073,,,,2072,2087,,Georgia Southern,West Virginia,Bridgeport - WV
Joe Boros,, ,,2073,,,,2072,2087,,,,
Davey Jude,7/11/94, ,,2073,,,,2072,2087,,Marshall,West Virgina,Huntington - WV
Collin Morikawa,2/6/97,16,2006, ,87,,,55,49,won Barracuda 2019;  in 2019 he gained strokes tee-to-green in 81% of his measured rounds,Cal Berkley,California,Flintridge - CA
Henrik Stenson,4/5/76,42,28, ,34,20,27,26,27,3-wood,Sweden,Florida,Orlando - FL
Patrick Cantlay,3/17/92,6,19, ,7,14,11,8,6,bad from rough,UCLA,Florida,North Palm Beach - FL
Paul Casey,7/21/77,24,24, ,13,16,14,21,22,2019 finished top 10 in strokes gained off-the-tee and strokes gained approach.,ASU,Arizona,Scottsdale - AZ
Tiger Woods,12/30/75,15,12, ,8,10,63,6,9,play in Florda on Bermudagrass,Stanford,Florida,Jupiter - FL
Matthias Schwab,12/9/94,44,,81,,,,80,84,Euro Tour,Vanderbuilt,Austria,Austria
Thomas Detry,,69,,,,,,,114,,,,
Isaiah Salinda,, ,, ,,,,1436,1428,Turned pro 9/25/19,Stanford,California,San Francisco - CA
Will Gordon,7/28/96, ,,1185,,,,823,643,,Vanderbuilt,North Carolina,Davidson - NC
Jack Trent,11/19/98, ,,2073,,,,1355,1333,won SHCollegiate over Cole Hammer,UNLV,Australia,Australia
Chase Koepka,1/30/94, ,, ,,,,1557,1566,Brooks brother - only reason gets PGA Tour starts,South Florida,Florida,Palm Beach - FL
Stuart Smith,12/2/1961, ,,1337,,,,2072,2087,PGA professional,UCLA,Nevada,Reno - NV
Chandler Phillips,12/2/96, ,,2073,,,,2072,2087,,Texas A&M,Texas,Huntsville - TX
Greg Sonnier,, ,,2073,,,,2072,2087,,,Louisiana,Lake Charles - LA
Michael Hopper,, ,,2073,,,,2072,2087,Lookout Mountain GC club pro,,Arizona,Phoenix - AZ
Zach Murray,3/29/97, ,,,,,,,430,,Australia,Australia,Australia
Kyongjun Moon,8/26/82, ,,,,,,369,390,,South Korea,South Korea,South Korea
Kazuki Higa,4/23/1995, ,,,,,,152,177,,,Japan,Okinawa - Japan
Tomoharu Otsuki,1/26/90, ,,,,,,271,246,,,,
Soomin Lee,10/12/93, ,,,,,,293,323,,,,
Bryce Easton,9/5/87, ,,,,,,361,338,,,South Africa,South Africa
Jeongwoo Ham,4/30/94, ,,,,,,308,339,,,,
Jbe Kruger,6/23/86, ,,,,,,357,379,,,South Africa,South Africa
Wonjoon Lee,10/23/85, ,,,,,,380,415,,,,
Neil Schietekat,1/31/84, ,,,,,,414,448,"6'3""",,South Africa,South Africa
Patrick Fishburn,7/21/92, ,,,,,,583,469,,BYU,Utah,Ogden - UT
Matthew Millar,9/5/76, ,,,,,,457,480,,,,
Jinichiro Kozuma,7/7/94, ,,,,,,529,537,,,Japan,Japan
Greyson Sigg,2/17/95, ,,,,,,1008,613,"5'7""",Georgia,Georgia,Augusta - GA
Tomoyo Ikemura,8/30/95, ,,,,,,691,732,,Japan,Japan,Japan
Jimmy Stanger,3/23/95, ,,,,,,731,804,,,,
Daniel Nisbet,9/13/90, ,,,,,,707,892,,,,
Toru Nakajima,6/11/84, ,,,,,,945,956,,Japan,Japan,Japan
Michael Perras,, ,,,,,,1051,1075,,Houston,,
Davis Thompson,6/5/99, ,,,,,,1555,1499,,Georgia,Georgia,St. Simons Island - GA
Heath Slocum,2/3/74, ,,,,,,1948,1964,,,,
Cole Hammer,, ,,,,,,2072,2087,,Texas,Texas,Houston - TX
Braden Bailey,, ,,,,,,2072,2087,,,,
Yi Keun Chang,12/22/93, ,,,,,,2072,2087,,,,
Jung-Gon Hwang,5/16/92, ,,,,,,2072,2087,,,,
Yongjun Bae,, ,,,,,,2072,2087,,,,
Zheng Kai Bai,8/19/97, ,,,,,,2072,2087,,,,
WC Liang,, ,,,,,,2072,2087,,,,
Wen Chong Liang,, ,,,,,,2072,2087,,,,
Jonathan Kaye,8/2/70, ,,,,,,2072,2087,,Colorado,Arizona,Phoenix - AZ
Daniel Augustus IV,, ,,,,,,2072,2087,,,,
Jarryd Dillas,, ,,,,,,2072,2087,,,,
Kenny Leseur,, ,,,,,,2072,2087,,,,
Michael Sims,, ,,,,,,2072,2087,,,,
Brett Quigley,, ,,,,,,2072,2087,,,,
Carlos Franco,, ,,,,,,2072,2087,,,,
Dwayne Pearman,, ,,,,,,2072,2087,,,,
Joey Sindelar,, ,,,,,,2072,2087,,,,
Ted Purdy,, ,,,,,,2072,2087,,,,
Gary Nicklaus,12/15/69, ,,,,,,2072,2087,,Ohio St,Florida,West Palm Beach - FL
Eugenio Lopez-Chacarra,, ,,,,,,2072,2087,,,,
Efren Serna,, ,,,,,,2072,2087,,,,
Tim Weinhart,7/10/69, ,,,,,,2072,2087,,,New York,Rochester - NY
Rico Hoey,, ,,,,,,2087,2087,,USC,California,Manila - Philipines
Tyler Ota,, ,,,,,,2087,2087,amateur,San Diego,Hawaii,Honolulu - HI
Jared Sawada,, ,,,,,,2087,2087,,Hawaii,Hawaii,Hawaii
Patrick Martin,1/30/97, ,,,,,,2079,2087,graduated 2019,Vanderbuilt,Alabama,Birmingham - AL
Brandon Matthews,, ,,,,,,,2087,Latinotour,,,
